0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
0.889304 0.287217 0.287179 0.287150 0.195953 0.194641 0.500000 
