-0.000000 0.000199
-0.000000 0.000397
-0.000000 0.000593
-0.000000 0.000787
-0.000000 0.000980
-0.000000 0.001172
-0.000000 0.001362
-0.000000 0.001550
-0.000000 0.001737
-0.000000 0.001922
-0.000000 0.002106
-0.000000 0.002288
-0.000000 0.002469
-0.000000 0.002649
-0.000000 0.002827
-0.000000 0.003004
-0.000000 0.003179
-0.000000 0.003353
-0.000000 0.003525
-0.000000 0.003696
-0.000000 0.003866
-0.000000 0.004035
-0.000000 0.004202
-0.000000 0.004367
-0.000000 0.004532
-0.000001 0.004695
-0.000001 0.004857
-0.000001 0.005017
-0.000001 0.005176
-0.000001 0.005334
-0.000001 0.005491
-0.000001 0.005646
-0.000001 0.005801
-0.000001 0.005954
-0.000001 0.006105
-0.000001 0.006256
-0.000002 0.006405
-0.000002 0.006553
-0.000002 0.006700
-0.000002 0.006846
-0.000002 0.006991
-0.000002 0.007134
-0.000002 0.007277
-0.000003 0.007418
-0.000003 0.007558
-0.000003 0.007697
-0.000003 0.007835
-0.000003 0.007972
-0.000004 0.008107
-0.000004 0.008242
-0.000004 0.008376
-0.000004 0.008508
-0.000004 0.008639
-0.000005 0.008770
-0.000005 0.008899
-0.000005 0.009027
-0.000006 0.009155
-0.000006 0.009281
-0.000006 0.009406
-0.000006 0.009530
-0.000007 0.009654
-0.000007 0.009776
-0.000007 0.009897
-0.000008 0.010018
-0.000008 0.010137
-0.000008 0.010255
-0.000009 0.010373
-0.000009 0.010489
-0.000010 0.010605
-0.000010 0.010720
-0.000010 0.010833
-0.000011 0.010946
-0.000011 0.011058
-0.000012 0.011169
-0.000012 0.011280
-0.000013 0.011389
-0.000013 0.011497
-0.000014 0.011605
-0.000014 0.011712
-0.000015 0.011818
-0.000015 0.011923
-0.000016 0.012027
-0.000016 0.012130
-0.000017 0.012233
-0.000017 0.012334
-0.000018 0.012435
-0.000019 0.012535
-0.000019 0.012635
-0.000020 0.012733
-0.000021 0.012831
-0.000021 0.012928
-0.000022 0.013024
-0.000023 0.013120
-0.000023 0.013214
-0.000024 0.013308
-0.000025 0.013401
-0.000025 0.013494
-0.000026 0.013585
-0.000027 0.013676
-0.000028 0.013767
-0.000028 0.013856
-0.000029 0.013945
-0.000030 0.014033
-0.000031 0.014120
-0.000032 0.014207
-0.000033 0.014293
-0.000034 0.014378
-0.000034 0.014463
-0.000035 0.014547
-0.000036 0.014630
-0.000037 0.014713
-0.000038 0.014795
-0.000039 0.014876
-0.000040 0.014957
-0.000041 0.015037
-0.000042 0.015116
-0.000043 0.015195
-0.000044 0.015273
-0.000045 0.015350
-0.000046 0.015427
-0.000047 0.015503
-0.000048 0.015579
-0.000050 0.015654
-0.000051 0.015729
-0.000052 0.015802
-0.000053 0.015876
-0.000054 0.015948
-0.000055 0.016021
-0.000057 0.016092
-0.000058 0.016163
-0.000059 0.016233
-0.000060 0.016303
-0.000062 0.016373
-0.000063 0.016441
-0.000064 0.016509
-0.000066 0.016577
-0.000067 0.016644
-0.000068 0.016711
-0.000070 0.016777
-0.000071 0.016842
-0.000072 0.016907
-0.000074 0.016972
-0.000075 0.017036
-0.000077 0.017099
-0.000078 0.017162
-0.000080 0.017224
-0.000081 0.017286
-0.000083 0.017348
-0.000084 0.017409
-0.000086 0.017469
-0.000087 0.017529
-0.000089 0.017589
-0.000091 0.017648
-0.000092 0.017706
-0.000094 0.017764
-0.000096 0.017822
-0.000097 0.017879
-0.000099 0.017936
-0.000101 0.017992
-0.000103 0.018048
-0.000104 0.018103
-0.000106 0.018158
-0.000108 0.018213
-0.000110 0.018267
-0.000112 0.018320
-0.000113 0.018374
-0.000115 0.018426
-0.000117 0.018479
-0.000119 0.018531
-0.000121 0.018582
-0.000123 0.018633
-0.000125 0.018684
-0.000127 0.018734
-0.000129 0.018784
-0.000131 0.018834
-0.000133 0.018883
-0.000135 0.018931
-0.000137 0.018980
-0.000139 0.019028
-0.000141 0.019075
-0.000143 0.019122
-0.000146 0.019169
-0.000148 0.019216
-0.000150 0.019262
-0.000152 0.019307
-0.000154 0.019353
-0.000157 0.019398
-0.000159 0.019442
-0.000161 0.019486
-0.000164 0.019530
-0.000166 0.019574
-0.000168 0.019617
-0.000171 0.019660
-0.000173 0.019702
-0.000175 0.019745
-0.000178 0.019786
-0.000180 0.019828
-0.000183 0.019869
-0.000185 0.019910
-0.000188 0.019950
-0.000190 0.019991
-0.000193 0.020030
-0.000196 0.020070
-0.000198 0.020109
-0.000201 0.020148
-0.000203 0.020187
-0.000206 0.020225
-0.000209 0.020263
-0.000211 0.020301
-0.000214 0.020338
-0.000217 0.020375
-0.000220 0.020412
-0.000222 0.020448
-0.000225 0.020485
-0.000228 0.020521
-0.000231 0.020556
-0.000234 0.020592
-0.000237 0.020627
-0.000239 0.020661
-0.000242 0.020696
-0.000245 0.020730
-0.000248 0.020764
-0.000251 0.020798
-0.000254 0.020831
-0.000257 0.020864
-0.000260 0.020897
-0.000263 0.020930
-0.000267 0.020962
-0.000270 0.020994
-0.000273 0.021026
-0.000276 0.021058
-0.000279 0.021089
-0.000282 0.021120
-0.000286 0.021151
-0.000289 0.021182
-0.000292 0.021212
-0.000295 0.021242
-0.000299 0.021272
-0.000302 0.021302
-0.000305 0.021331
-0.000309 0.021360
-0.000312 0.021389
-0.000315 0.021418
-0.000319 0.021446
